TF_ID	col_amp	TF_Symbol1	TF_Symbol2	Chr	Start	End	Effect	targetChr	targetStart	targetEnd	targetLen	targetID	targetID2	DistanceTSS	targetSymbol
AT1G79580	SMB_col	NAC	SMB	4	15533735	15533935	Promoter (<=1kb)	4	15533701	15535369	1669	AT4G32170	AT4G32170.1	34	CYP96A2
AT1G79580	SMB_col	NAC	SMB	2	11249230	11249430	Promoter (1-2kb)	2	11251040	11253612	2573	AT2G26450	AT2G26450.1	-1610	AT2G26450
AT1G79580	SMB_col	NAC	SMB	2	18244119	18244319	Promoter (1-2kb)	2	18241870	18242256	387	AT2G09510	AT2G09510.1	-1863	NA
AT1G79580	SMB_col	NAC	SMB	1	28370804	28371004	Promoter (<=1kb)	1	28368447	28370061	1615	AT1G75550	AT1G75550.2	-743	AT1G75550
AT1G79580	SMB_col	NAC	SMB	5	4711936	4712136	Promoter (<=1kb)	5	4712554	4715069	2516	AT5G14610	AT5G14610.7	-418	RH46
AT1G79580	SMB_col	NAC	SMB	5	4867263	4867463	Promoter (<=1kb)	5	4866954	4867558	605	AT5G15025	AT5G15025.1	95	NA
AT1G79580	SMB_col	NAC	SMB	5	2176782	2176982	Promoter (<=1kb)	5	2174668	2176446	1779	AT5G07010	AT5G07010.1	-336	ST2A
AT1G79580	SMB_col	NAC	SMB	5	18530909	18531109	Promoter (<=1kb)	5	18530834	18532337	1504	AT5G45680	AT5G45680.1	75	FKBP13
AT1G79580	SMB_col	NAC	SMB	4	1272586	1272786	Promoter (<=1kb)	4	1271654	1272746	1093	AT4G02870	AT4G02870.1	0	AT4G02870
AT1G79580	SMB_col	NAC	SMB	2	11363720	11363920	Promoter (1-2kb)	2	11364996	11366030	1035	AT2G26695	AT2G26695.1	-1076	AT2G26695
AT1G79580	SMB_col	NAC	SMB	2	16491568	16491768	Promoter (1-2kb)	2	16489714	16490023	310	AT2G09055	AT2G09055.1	-1545	NA
AT1G79580	SMB_col	NAC	SMB	1	4070056	4070256	Promoter (<=1kb)	1	4069992	4072681	2690	AT1G12040	AT1G12040.1	64	LRX1
AT1G79580	SMB_col	NAC	SMB	5	3812897	3813097	Promoter (<=1kb)	5	3812520	3813044	525	AT5G11830	AT5G11830.1	0	AT5G11830
AT1G79580	SMB_col	NAC	SMB	2	15284786	15284986	Promoter (1-2kb)	2	15286121	15289107	2987	AT2G36420	AT2G36420.1	-1135	TRM27
AT1G79580	SMB_col	NAC	SMB	1	29539473	29539673	Promoter (<=1kb)	1	29537806	29538712	907	AT1G78520	AT1G78520.1	-761	AT1G78520
AT1G79580	SMB_col	NAC	SMB	3	22909302	22909502	Promoter (1-2kb)	3	22905868	22907958	2091	AT3G61880	AT3G61880.2	-1344	CYP78A9
AT1G79580	SMB_col	NAC	SMB	4	17033918	17034118	Promoter (<=1kb)	4	17032032	17033993	1962	AT4G35985	AT4G35985.2	0	AT4G35985
AT1G79580	SMB_col	NAC	SMB	2	16984808	16985008	Promoter (<=1kb)	2	16985455	16985736	282	AT2G09170	AT2G09170.1	-447	NA
AT1G79580	SMB_col	NAC	SMB	2	11523185	11523385	Promoter (<=1kb)	2	11519388	11522616	3229	AT2G26990	AT2G26990.1	-569	FUS12
AT1G79580	SMB_col	NAC	SMB	1	4694992	4695192	Promoter (<=1kb)	1	4694951	4695230	280	AT1G05023	AT1G05023.1	41	NA
AT1G79580	SMB_col	NAC	SMB	1	2630870	2631070	Promoter (<=1kb)	1	2630891	2632871	1981	AT1G08340	AT1G08340.1	0	AT1G08340
AT1G79580	SMB_col	NAC	SMB	5	508834	509034	Promoter (<=1kb)	5	508430	508502	73	AT5G02385	AT5G02385.1	-332	AT5G02385
AT1G79580	SMB_col	NAC	SMB	2	5170000	5170200	Promoter (<=1kb)	2	5166984	5169303	2320	AT2G12646	AT2G12646.1	-697	RITF1
AT1G79580	SMB_col	NAC	SMB	3	17629292	17629492	Promoter (<=1kb)	3	17629530	17633911	4382	AT3G47790	AT3G47790.1	-38	ABCA8
AT1G79580	SMB_col	NAC	SMB	5	24101912	24102112	Promoter (<=1kb)	5	24102814	24103794	981	AT5G59820	AT5G59820.1	-702	RHL41
AT1G79580	SMB_col	NAC	SMB	2	9247687	9247887	Promoter (<=1kb)	2	9245056	9247052	1997	AT2G21610	AT2G21610.2	-635	PE11
AT1G79580	SMB_col	NAC	SMB	2	15421843	15422043	Promoter (<=1kb)	2	15420173	15421866	1694	AT2G36790	AT2G36790.1	0	UGT73C6
AT1G79580	SMB_col	NAC	SMB	1	25568909	25569109	Promoter (<=1kb)	1	25570092	25571733	1642	AT1G68220	AT1G68220.1	-983	AT1G68220
AT1G79580	SMB_col	NAC	SMB	3	23067697	23067897	Promoter (<=1kb)	3	23067220	23067466	247	AT3G09765	AT3G09765.1	-231	NA
AT1G79580	SMB_col	NAC	SMB	3	21604640	21604840	Promoter (<=1kb)	3	21602667	21603855	1189	AT3G58400	AT3G58400.1	-785	AT3G58400
AT1G79580	SMB_col	NAC	SMB	5	22037898	22038098	Promoter (<=1kb)	5	22038165	22039568	1404	AT5G54270	AT5G54270.1	-67	LHCB3
AT1G79580	SMB_col	NAC	SMB	2	13577310	13577510	Promoter (<=1kb)	2	13577378	13578291	914	AT2G31930	AT2G31930.1	0	AT2G31930
AT1G79580	SMB_col	NAC	SMB	1	29331897	29332097	Promoter (1-2kb)	1	29333412	29336484	3073	AT1G78010	AT1G78010.1	-1315	TRME
AT1G79580	SMB_col	NAC	SMB	5	25435933	25436133	Promoter (<=1kb)	5	25436917	25437296	380	AT5G09170	AT5G09170.1	-784	NA
AT1G79580	SMB_col	NAC	SMB	5	26969633	26969833	Promoter (<=1kb)	5	26967378	26969400	2023	AT5G67630	AT5G67630.1	-233	ISE4
AT1G79580	SMB_col	NAC	SMB	5	4722330	4722530	Promoter (<=1kb)	5	4718994	4722371	3378	AT5G14640	AT5G14640.1	0	SK13
AT1G79580	SMB_col	NAC	SMB	4	8053780	8053980	Promoter (<=1kb)	4	8054673	8057152	2480	AT4G13940	AT4G13940.1	-693	HOG1
AT1G79580	SMB_col	NAC	SMB	4	7219466	7219666	Promoter (1-2kb)	4	7221449	7221655	207	AT4G05945	AT4G05945.1	-1783	NA
AT1G79580	SMB_col	NAC	SMB	2	631984	632184	Promoter (<=1kb)	2	632634	634164	1531	AT2G02410	AT2G02410.9	-450	AT2G02410
AT1G79580	SMB_col	NAC	SMB	1	8172478	8172678	Promoter (<=1kb)	1	8170729	8172521	1793	AT1G23060	AT1G23060.5	0	MDP40
AT1G79580	SMB_col	NAC	SMB	1	25712558	25712758	Promoter (<=1kb)	1	25711869	25712379	511	AT1G68526	AT1G68526.1	-179	AT1G68526
AT1G79580	SMB_col	NAC	SMB	1	28303437	28303637	Promoter (<=1kb)	1	28299786	28302728	2943	AT1G75410	AT1G75410.3	-709	BLH3
AT1G79580	SMB_col	NAC	SMB	3	3311455	3311655	Promoter (<=1kb)	3	3310208	3311327	1120	AT3G10590	AT3G10590.1	-128	AT3G10590
AT1G79580	SMB_col	NAC	SMB	3	9939681	9939881	Promoter (<=1kb)	3	9936582	9939305	2724	AT3G26940	AT3G26940.1	-376	CDG1
AT1G79580	SMB_col	NAC	SMB	3	21631879	21632079	Promoter (<=1kb)	3	21632812	21635106	2295	AT3G58490	AT3G58490.2	-733	SPP1
AT1G79580	SMB_col	NAC	SMB	3	20380908	20381108	Promoter (<=1kb)	3	20381460	20383878	2419	AT3G55000	AT3G55000.1	-352	TON1A
AT1G79580	SMB_col	NAC	SMB	4	15479306	15479506	Promoter (<=1kb)	4	15478629	15479482	854	AT4G08635	AT4G08635.1	0	NA
AT1G79580	SMB_col	NAC	SMB	2	762910	763110	Promoter (<=1kb)	2	762927	765027	2101	AT2G02720	AT2G02720.1	0	AT2G02720
AT1G79580	SMB_col	NAC	SMB	2	14783346	14783546	Promoter (<=1kb)	2	14783254	14784847	1594	AT2G35070	AT2G35070.2	92	AT2G35070
AT1G79580	SMB_col	NAC	SMB	2	588859	589059	Promoter (1-2kb)	2	583797	587401	3605	AT2G02220	AT2G02220.1	-1458	PSKR1
AT1G79580	SMB_col	NAC	SMB	1	23588426	23588626	Promoter (<=1kb)	1	23586927	23588064	1138	AT1G63615	AT1G63615.1	-362	NA
AT1G79580	SMB_col	NAC	SMB	1	30171911	30172111	Promoter (<=1kb)	1	30169456	30171334	1879	AT1G80230	AT1G80230.1	-577	AT1G80230
AT1G79580	SMB_col	NAC	SMB	3	5350547	5350747	Promoter (<=1kb)	3	5350814	5353752	2939	AT3G15820	AT3G15820.1	-67	ROD1
AT1G79580	SMB_col	NAC	SMB	5	1592037	1592237	Promoter (<=1kb)	5	1592045	1593072	1028	AT5G05380	AT5G05380.3	0	PRA1.B3
AT1G79580	SMB_col	NAC	SMB	1	5165586	5165786	Promoter (<=1kb)	1	5161645	5165181	3537	AT1G14970	AT1G14970.3	-405	AT1G14970
AT1G79580	SMB_col	NAC	SMB	1	11567701	11567901	Promoter (<=1kb)	1	11568654	11570438	1785	AT1G32160	AT1G32160.1	-753	AT1G32160
AT1G79580	SMB_col	NAC	SMB	3	5060271	5060471	Promoter (1-2kb)	3	5061681	5064038	2358	AT3G15030	AT3G15030.2	-1210	TCP4
AT1G79580	SMB_col	NAC	SMB	3	19612927	19613127	Promoter (<=1kb)	3	19613078	19614027	950	AT3G52900	AT3G52900.1	0	AT3G52900
AT1G79580	SMB_col	NAC	SMB	5	1895994	1896194	Promoter (1-2kb)	5	1891968	1894353	2386	AT5G06250	AT5G06250.5	-1641	DPA4
AT1G79580	SMB_col	NAC	SMB	5	18283649	18283849	Promoter (1-2kb)	5	18277080	18281909	4830	AT5G45190	AT5G45190.1	-1740	AT5G45190
AT1G79580	SMB_col	NAC	SMB	2	17058862	17059062	Promoter (<=1kb)	2	17059544	17060072	529	AT2G09205	AT2G09205.1	-482	NA
AT1G79580	SMB_col	NAC	SMB	3	10048179	10048379	Promoter (<=1kb)	3	10045174	10047453	2280	AT3G27210	AT3G27210.1	-726	AT3G27210
AT1G79580	SMB_col	NAC	SMB	4	1560369	1560569	Promoter (<=1kb)	4	1557321	1559437	2117	AT4G03510	AT4G03510.2	-932	RMA1
AT1G79580	SMB_col	NAC	SMB	1	3580221	3580421	Promoter (1-2kb)	1	3574807	3578783	3977	AT1G10750	AT1G10750.1	-1438	AT1G10750
AT1G79580	SMB_col	NAC	SMB	1	24347531	24347731	Promoter (<=1kb)	1	24347750	24348619	870	AT1G65484	AT1G65484.1	-19	STMP3
AT1G79580	SMB_col	NAC	SMB	1	28923352	28923552	Promoter (<=1kb)	1	28921137	28922431	1295	AT1G76965	AT1G76965.1	-921	AT1G76965
AT1G79580	SMB_col	NAC	SMB	3	7669013	7669213	Promoter (<=1kb)	3	7666392	7668881	2490	AT3G21755	AT3G21755.5	-132	AT3G21755
AT1G79580	SMB_col	NAC	SMB	5	25976149	25976349	Promoter (<=1kb)	5	25975697	25976356	660	AT5G65030	AT5G65030.1	7	AT5G65030
AT1G79580	SMB_col	NAC	SMB	5	20450805	20451005	Promoter (<=1kb)	5	20448310	20451062	2753	AT5G50230	AT5G50230.1	57	ATG16
AT1G79580	SMB_col	NAC	SMB	1	13476341	13476541	Promoter (1-2kb)	1	13477922	13478204	283	AT1G06957	AT1G06957.1	-1381	NA
AT1G79580	SMB_col	NAC	SMB	1	21509253	21509453	Promoter (1-2kb)	1	21510510	21511625	1116	AT1G58090	AT1G58090.1	-1057	AT1G58090
AT1G79580	SMB_col	NAC	SMB	5	16648155	16648355	Promoter (1-2kb)	5	16649994	16650138	145	AT5G06175	at5g06175	-1639	NA
AT1G79580	SMB_col	NAC	SMB	5	16878813	16879013	Promoter (<=1kb)	5	16878562	16878956	395	AT5G42223	AT5G42223.1	0	AT5G42223
AT1G79580	SMB_col	NAC	SMB	5	25190155	25190355	Promoter (1-2kb)	5	25191402	25195071	3670	AT5G62720	AT5G62720.1	-1047	ATNITR2;1
AT1G79580	SMB_col	NAC	SMB	4	2546618	2546818	Promoter (<=1kb)	4	2544210	2546833	2624	AT4G04980	AT4G04980.3	15	AT4G04980
AT1G79580	SMB_col	NAC	SMB	4	17718172	17718372	Promoter (<=1kb)	4	17718128	17718771	644	AT4G37710	AT4G37710.2	44	VQ29
AT1G79580	SMB_col	NAC	SMB	2	15090047	15090247	Promoter (<=1kb)	2	15090519	15091764	1246	AT2G35945	AT2G35945.1	-272	AT2G35945
AT1G79580	SMB_col	NAC	SMB	1	4043573	4043773	Promoter (<=1kb)	1	4039667	4043709	4043	AT1G11960	AT1G11960.3	0	AT1G11960
AT1G79580	SMB_col	NAC	SMB	5	949840	950040	Promoter (<=1kb)	5	947101	948967	1867	AT5G03668	AT5G03668.1	-873	AT5G03668
AT1G79580	SMB_col	NAC	SMB	5	24415395	24415595	Promoter (<=1kb)	5	24410581	24415145	4565	AT5G60710	AT5G60710.1	-250	AT5G60710
AT1G79580	SMB_col	NAC	SMB	1	51664	51864	Promoter (<=1kb)	1	51953	54737	2785	AT1G01110	AT1G01110.2	-89	IQD18
AT1G79580	SMB_col	NAC	SMB	3	19133120	19133320	Promoter (<=1kb)	3	19130768	19133347	2580	AT3G51580	AT3G51580.2	27	AT3G51580
AT1G79580	SMB_col	NAC	SMB	5	16850818	16851018	Promoter (1-2kb)	5	16852628	16854224	1597	AT5G42180	AT5G42180.1	-1610	PER64
AT1G79580	SMB_col	NAC	SMB	5	15489283	15489483	Promoter (<=1kb)	5	15489593	15490745	1153	AT5G38700	AT5G38700.1	-110	AT5G38700
AT1G79580	SMB_col	NAC	SMB	2	7699174	7699374	Promoter (<=1kb)	2	7700134	7700675	542	AT2G17723	AT2G17723.1	-760	AT2G17723
AT1G79580	SMB_col	NAC	SMB	1	3239668	3239868	Promoter (<=1kb)	1	3236908	3239554	2647	AT1G09940	AT1G09940.1	-114	HEMA2
AT1G79580	SMB_col	NAC	SMB	1	23353366	23353566	Promoter (<=1kb)	1	23347705	23352831	5127	AT1G63010	AT1G63010.4	-535	VPT1
AT1G79580	SMB_col	NAC	SMB	1	19006059	19006259	Promoter (<=1kb)	1	19003219	19005664	2446	AT1G51260	AT1G51260.1	-395	LPAT3
AT1G79580	SMB_col	NAC	SMB	3	2699665	2699865	Promoter (<=1kb)	3	2696199	2699420	3222	AT3G08860	AT3G08860.1	-245	PYD4
AT1G79580	SMB_col	NAC	SMB	3	10563520	10563720	Promoter (1-2kb)	3	10565674	10567634	1961	AT3G28300	AT3G28300.1	-1954	AT14A
AT1G79580	SMB_col	NAC	SMB	2	2911306	2911506	Promoter (<=1kb)	2	2908473	2911198	2726	AT2G07020	AT2G07020.1	-108	AT2G07020
AT1G79580	SMB_col	NAC	SMB	2	9874928	9875128	Promoter (<=1kb)	2	9874907	9876711	1805	AT2G23180	AT2G23180.1	21	CYP96A1
AT1G79580	SMB_col	NAC	SMB	1	9293857	9294057	Promoter (<=1kb)	1	9292446	9293862	1417	AT1G26820	AT1G26820.1	0	RNS3
AT1G79580	SMB_col	NAC	SMB	1	9544401	9544601	Promoter (<=1kb)	1	9544410	9546285	1876	AT1G27480	AT1G27480.1	0	AT1G27480
AT1G79580	SMB_col	NAC	SMB	3	16692491	16692691	Promoter (<=1kb)	3	16690790	16691728	939	AT3G45510	AT3G45510.1	-763	AT3G45510
AT1G79580	SMB_col	NAC	SMB	5	4483742	4483942	Promoter (<=1kb)	5	4482128	4483247	1120	AT5G13910	AT5G13910.1	-495	LEP
AT1G79580	SMB_col	NAC	SMB	4	1140647	1140847	Promoter (<=1kb)	4	1137487	1140540	3054	AT4G02590	AT4G02590.1	-107	UNE12
AT1G79580	SMB_col	NAC	SMB	4	6494564	6494764	Promoter (<=1kb)	4	6494707	6495211	505	AT4G10507	AT4G10507.1	0	AT4G10507
AT1G79580	SMB_col	NAC	SMB	2	5293054	5293254	Promoter (<=1kb)	2	5293897	5295480	1584	AT2G12900	AT2G12900.1	-643	BZIP33
AT1G79580	SMB_col	NAC	SMB	2	10560872	10561072	Promoter (1-2kb)	2	10562688	10565296	2609	AT2G24765	AT2G24765.1	-1616	ARF3
AT1G79580	SMB_col	NAC	SMB	1	12965004	12965204	Promoter (<=1kb)	1	12964986	12966113	1128	AT1G35330	AT1G35330.1	18	ATL34
AT1G79580	SMB_col	NAC	SMB	1	19284341	19284541	Promoter (1-2kb)	1	19279806	19282895	3090	AT1G51900	AT1G51900.1	-1446	ISTL12
AT1G79580	SMB_col	NAC	SMB	3	18787316	18787516	Promoter (<=1kb)	3	18784660	18786952	2293	AT3G50620	AT3G50620.1	-364	AT3G50620
AT1G79580	SMB_col	NAC	SMB	3	217343	217543	Promoter (<=1kb)	3	212671	216736	4066	AT3G01540	AT3G01540.2	-607	DRH1
AT1G79580	SMB_col	NAC	SMB	5	26089319	26089519	Promoter (<=1kb)	5	26089436	26094564	5129	AT5G65290	AT5G65290.1	0	AT5G65290
AT1G79580	SMB_col	NAC	SMB	4	6752739	6752939	Promoter (1-2kb)	4	6747234	6751536	4303	AT4G11050	AT4G11050.2	-1203	GH9C3
AT1G79580	SMB_col	NAC	SMB	1	24933852	24934052	Promoter (<=1kb)	1	24929898	24932937	3040	AT1G66830	AT1G66830.1	-915	AT1G66830
AT1G79580	SMB_col	NAC	SMB	3	22593501	22593701	Promoter (<=1kb)	3	22591563	22593683	2121	AT3G61035	AT3G61035.2	0	AT3G61035
AT1G79580	SMB_col	NAC	SMB	5	20747820	20748020	Promoter (<=1kb)	5	20745349	20747305	1957	AT5G51020	AT5G51020.1	-515	CRL
AT1G79580	SMB_col	NAC	SMB	1	7118550	7118750	Promoter (<=1kb)	1	7115241	7118331	3091	AT1G20550	AT1G20550.1	-219	AT1G20550
AT1G79580	SMB_col	NAC	SMB	1	9373736	9373936	Promoter (<=1kb)	1	9373885	9376828	2944	AT1G27000	AT1G27000.1	0	AT1G27000
AT1G79580	SMB_col	NAC	SMB	1	25780245	25780445	Promoter (<=1kb)	1	25777851	25779249	1399	AT1G68660	AT1G68660.1	-996	CLPS1
AT1G79580	SMB_col	NAC	SMB	1	18701251	18701451	Promoter (<=1kb)	1	18701882	18704938	3057	AT1G50480	AT1G50480.1	-431	THFS
AT1G79580	SMB_col	NAC	SMB	3	6304140	6304340	Promoter (1-2kb)	3	6305444	6310684	5241	AT3G18370	AT3G18370.1	-1104	ATSYTF
AT1G79580	SMB_col	NAC	SMB	3	21908384	21908584	Promoter (<=1kb)	3	21906545	21907872	1328	AT3G59270	AT3G59270.1	-512	AT3G59270
AT1G79580	SMB_col	NAC	SMB	5	4460334	4460534	Promoter (<=1kb)	5	4460840	4464737	3898	AT5G13820	AT5G13820.1	-306	TBP1
AT1G79580	SMB_col	NAC	SMB	5	8882232	8882432	Promoter (<=1kb)	5	8881711	8882079	369	AT5G04005	AT5G04005.1	-153	NA
AT1G79580	SMB_col	NAC	SMB	4	17889035	17889235	Promoter (<=1kb)	4	17886869	17888237	1369	AT4G38100	AT4G38100.1	-798	CURT1D
AT1G79580	SMB_col	NAC	SMB	2	18273431	18273631	Promoter (1-2kb)	2	18274723	18275792	1070	AT2G44195	AT2G44195.1	-1092	AT2G44195
AT1G79580	SMB_col	NAC	SMB	5	8751360	8751560	Promoter (1-2kb)	5	8752684	8754522	1839	AT5G25260	AT5G25260.1	-1124	FLOT2
AT1G79580	SMB_col	NAC	SMB	5	16413501	16413701	Promoter (<=1kb)	5	16413671	16415897	2227	AT5G40970	AT5G40970.1	0	AT5G40970
AT1G79580	SMB_col	NAC	SMB	4	112191	112391	Promoter (1-2kb)	4	106250	111005	4756	AT4G00240	AT4G00240.2	-1186	PLDBETA2
AT1G79580	SMB_col	NAC	SMB	1	23264704	23264904	Promoter (<=1kb)	1	23263214	23264399	1186	AT1G62820	AT1G62820.1	-305	CML14
AT1G79580	SMB_col	NAC	SMB	2	12756759	12756959	Promoter (1-2kb)	2	12755006	12755431	426	AT2G29925	AT2G29925.1	-1328	NA
AT1G79580	SMB_col	NAC	SMB	1	12043493	12043693	Promoter (1-2kb)	1	12044872	12045879	1008	AT1G33220	AT1G33220.1	-1179	AT1G33220
AT1G79580	SMB_col	NAC	SMB	5	2359543	2359743	Promoter (<=1kb)	5	2358291	2359311	1021	AT5G07450	AT5G07450.1	-232	CYCP4;3
AT1G79580	SMB_col	NAC	SMB	2	15388324	15388524	Promoter (1-2kb)	2	15384706	15386421	1716	AT2G36700	AT2G36700.1	-1903	AT2G36700
AT1G79580	SMB_col	NAC	SMB	4	12577570	12577770	Promoter (<=1kb)	4	12574719	12577583	2865	AT4G24250	AT4G24250.1	0	MLO13
AT1G79580	SMB_col	NAC	SMB	4	854086	854286	Promoter (<=1kb)	4	850914	853329	2416	AT4G01960	AT4G01960.2	-757	AT4G01960
AT1G79580	SMB_col	NAC	SMB	4	12271343	12271543	Promoter (<=1kb)	4	12268088	12270739	2652	AT4G23510	AT4G23510.3	-604	AT4G23510
AT1G79580	SMB_col	NAC	SMB	1	23480242	23480442	Promoter (1-2kb)	1	23481907	23486220	4314	AT1G63300	AT1G63300.1	-1465	AT1G63300
AT1G79580	SMB_col	NAC	SMB	1	26035016	26035216	Promoter (1-2kb)	1	26036570	26037649	1080	AT1G69252	AT1G69252.2	-1354	AT1G69252
AT1G79580	SMB_col	NAC	SMB	3	8290563	8290763	Promoter (<=1kb)	3	8289379	8290164	786	AT3G23230	AT3G23230.1	-399	TDR1
AT1G79580	SMB_col	NAC	SMB	3	8500759	8500959	Promoter (<=1kb)	3	8501556	8509649	8094	AT3G23640	AT3G23640.2	-597	HGL1
AT1G79580	SMB_col	NAC	SMB	3	22320314	22320514	Promoter (<=1kb)	3	22316771	22319628	2858	AT3G60380	AT3G60380.1	-686	AT3G60380
AT1G79580	SMB_col	NAC	SMB	5	22383392	22383592	Promoter (<=1kb)	5	22382202	22383392	1191	AT5G55150	AT5G55150.1	0	ATFDR2
AT1G79580	SMB_col	NAC	SMB	5	26194076	26194276	Promoter (<=1kb)	5	26190592	26193237	2646	AT5G65530	AT5G65530.1	-839	ATRLCK VI_A3
AT1G79580	SMB_col	NAC	SMB	1	26696603	26696803	Promoter (<=1kb)	1	26695166	26696392	1227	AT1G70780	AT1G70780.1	-211	AT1G70780
AT1G79580	SMB_col	NAC	SMB	5	841880	842080	Promoter (<=1kb)	5	842289	845419	3131	AT5G03415	AT5G03415.2	-209	DPB
AT1G79580	SMB_col	NAC	SMB	5	9479878	9480078	Promoter (<=1kb)	5	9480308	9482818	2511	AT5G26940	AT5G26940.4	-230	DPD1
AT1G79580	SMB_col	NAC	SMB	5	22658106	22658306	Promoter (<=1kb)	5	22655998	22658084	2087	AT5G55940	AT5G55940.1	-22	EMB2731
AT1G79580	SMB_col	NAC	SMB	5	26855601	26855801	Promoter (<=1kb)	5	26855611	26855797	187	AT5G09865	AT5G09865.1	0	NA
AT1G79580	SMB_col	NAC	SMB	4	10509853	10510053	Promoter (1-2kb)	4	10505266	10508121	2856	AT4G19220	AT4G19220.1	-1732	AT4G19220
AT1G79580	SMB_col	NAC	SMB	4	14384701	14384901	Promoter (<=1kb)	4	14385471	14389730	4260	AT4G29180	AT4G29180.2	-570	RHS16
AT1G79580	SMB_col	NAC	SMB	1	27301286	27301486	Promoter (1-2kb)	1	27303323	27304860	1538	AT1G72510	AT1G72510.2	-1837	AT1G72510
AT1G79580	SMB_col	NAC	SMB	5	6355189	6355389	Promoter (<=1kb)	5	6352591	6354956	2366	AT5G19020	AT5G19020.1	-233	MEF18
AT1G79580	SMB_col	NAC	SMB	2	17947070	17947270	Promoter (<=1kb)	2	17947800	17953669	5870	AT2G43160	AT2G43160.1	-530	AT2G43160
AT1G79580	SMB_col	NAC	SMB	2	12144899	12145099	Promoter (1-2kb)	2	12139578	12143665	4088	AT2G28390	AT2G28390.1	-1234	MON1
AT1G79580	SMB_col	NAC	SMB	4	14043524	14043724	Promoter (<=1kb)	4	14041288	14043347	2060	AT4G28390	AT4G28390.1	-177	AAC3
AT1G79580	SMB_col	NAC	SMB	3	3134420	3134620	Promoter (<=1kb)	3	3134873	3137417	2545	AT3G10140	AT3G10140.1	-253	RECA3
AT1G79580	SMB_col	NAC	SMB	3	9241290	9241490	Promoter (<=1kb)	3	9241725	9243485	1761	AT3G25490	AT3G25490.1	-235	AT3G25490
AT1G79580	SMB_col	NAC	SMB	1	26902730	26902930	Promoter (<=1kb)	1	26899765	26901976	2212	AT1G71380	AT1G71380.1	-754	CEL3
AT1G79580	SMB_col	NAC	SMB	5	4693875	4694075	Promoter (<=1kb)	5	4691006	4694055	3050	AT5G14550	AT5G14550.1	0	AT5G14550
AT1G79580	SMB_col	NAC	SMB	5	16289478	16289678	Promoter (<=1kb)	5	16290386	16291713	1328	AT5G40690	AT5G40690.1	-708	AT5G40690
AT1G79580	SMB_col	NAC	SMB	5	18177703	18177903	Promoter (<=1kb)	5	18175371	18176888	1518	AT5G45040	AT5G45040.1	-815	CYTC6A
AT1G79580	SMB_col	NAC	SMB	5	20729657	20729857	Promoter (<=1kb)	5	20729612	20733570	3959	AT5G50950	AT5G50950.1	45	FUM2
AT1G79580	SMB_col	NAC	SMB	4	16419956	16420156	Promoter (<=1kb)	4	16420416	16423986	3571	AT4G34320	AT4G34320.2	-260	AT4G34320
AT1G79580	SMB_col	NAC	SMB	4	17651124	17651324	Promoter (1-2kb)	4	17648439	17650067	1629	AT4G37553	AT4G37553.4	-1057	AT4G37553
AT1G79580	SMB_col	NAC	SMB	1	2348618	2348818	Promoter (<=1kb)	1	2348915	2351799	2885	AT1G07630	AT1G07630.1	-97	PLL5
AT1G79580	SMB_col	NAC	SMB	5	6264128	6264328	Promoter (<=1kb)	5	6264245	6265826	1582	AT5G18780	AT5G18780.3	0	AT5G18780
AT1G79580	SMB_col	NAC	SMB	5	23918920	23919120	Promoter (<=1kb)	5	23915530	23918267	2738	AT5G59290	AT5G59290.4	-653	UXS3
AT1G79580	SMB_col	NAC	SMB	3	1396398	1396598	Promoter (<=1kb)	3	1397170	1397440	271	AT3G01555	AT3G01555.1	-572	NA
AT1G79580	SMB_col	NAC	SMB	3	21573333	21573533	Promoter (1-2kb)	3	21570745	21572143	1399	AT3G58250	AT3G58250.1	-1190	AT3G58250
AT1G79580	SMB_col	NAC	SMB	5	6274999	6275199	Promoter (<=1kb)	5	6275895	6280681	4787	AT5G18830	AT5G18830.1	-696	SPL7
AT1G79580	SMB_col	NAC	SMB	2	14512229	14512429	Promoter (<=1kb)	2	14512707	14514516	1810	AT2G34380	AT2G34380.1	-278	SEIPIN3
AT1G79580	SMB_col	NAC	SMB	4	6036127	6036327	Promoter (1-2kb)	4	6037565	6037937	373	AT4G09545	AT4G09545.1	-1238	CRP4
AT1G79580	SMB_col	NAC	SMB	3	1885528	1885728	Promoter (<=1kb)	3	1885496	1886377	882	AT3G06230	AT3G06230.1	32	MKK8
AT1G79580	SMB_col	NAC	SMB	1	5816329	5816529	Promoter (1-2kb)	1	5817567	5819352	1786	AT1G17010	AT1G17010.1	-1038	AT1G17010
AT1G79580	SMB_col	NAC	SMB	1	21854805	21855005	Promoter (1-2kb)	1	21850809	21853384	2576	AT1G59470	AT1G59470.1	-1421	NA
AT1G79580	SMB_col	NAC	SMB	5	8841832	8842032	Promoter (<=1kb)	5	8838417	8841775	3359	AT5G25420	AT5G25420.1	-57	AT5G25420
AT1G79580	SMB_col	NAC	SMB	5	25549157	25549357	Promoter (1-2kb)	5	25550937	25553656	2720	AT5G63850	AT5G63850.1	-1580	AAP4
AT1G79580	SMB_col	NAC	SMB	3	845904	846104	Promoter (<=1kb)	3	842499	845096	2598	AT3G03530	AT3G03530.1	-808	NPC4
AT1G79580	SMB_col	NAC	SMB	1	28253805	28254005	Promoter (<=1kb)	1	28253890	28255173	1284	AT1G75290	AT1G75290.1	0	AT1G75290
